Provinsi,Jenis Faskes,Nama Faskes,Alamat Faskes
JAWA BARAT,"Klinik Pratama","KLINIK BUNDA MEDIKA","JALAN RAYA SERANG- CIBARUSAH, "
JAWA BARAT,"Klinik Pratama","KLINIK AMIRA 2","JL.RAYA CITARIK LAMA NO.18"
JAWA BARAT,"Klinik Pratama","KLINIK ASTUTI MEDIKA","PONDOK UNGU PERMAI BLOK AM 15 "
JAWA BARAT,"Klinik Pratama","KLINIK HARAPAN MEDICAL CENTER","JL MUTIARA GADING CITY, KP.PUL"
JAWA BARAT,"Klinik Pratama","KLINIK HAKA MEDIKA","JL RAYA SUKATANI BLOKANG "
JAWA BARAT,"Klinik Pratama","KLINIK RIA PILAR","JL. GATOT SUBROTO NO.67"
JAWA BARAT,"Klinik Pratama","KLINIK KELUARGA CEMPAKA","JL.MANGUNJAYA RAYA"
JAWA BARAT,"Klinik Pratama","KLINIK TAMAN HARAPAN BARU","KAVLING TAMAN WISATA BLOK A 15"
JAWA BARAT,"Klinik Pratama","KLINIK DR SANDER B CIBITUNG","JL. TEUKU UMAR NO. 19"
JAWA BARAT,"Klinik Pratama","KLINIK PUTRA MEDIKA CIBENDA","JL. PASAR CIBENDA RT 008 RW 00"
JAWA BARAT,"Klinik Pratama","KLINIK INSANI MEDIKA BABELAN","JL. RAYA BABELAN NO. 1 RT/RW 0"
JAWA BARAT,"Klinik Pratama","KLINIK BERKAH GRAMA PURI","PERUMAHAN GRAMA PURI PERSADA B"
JAWA BARAT,"Klinik Pratama","KLINIK BUDI LUHUR 3","RUKO METLAND BLOK O 1 NO.8"
JAWA BARAT,"Klinik Pratama","KLINIK LARISSO MEDIKA","JL. BOSIH SELANG TENGAH WANASA"
JAWA BARAT,"Klinik Pratama","KLINIK AN NAFI","JL PUMA RAYA 1G/1 CIKARANG BAR"
JAWA BARAT,"Klinik Pratama","KLINIK MEKAR MULIA CIKARANG","JL. KASUARI I NO 45, MEKARMUKTI, CIKARANG UTARA, KABUPATEN BEKASI
KLINIK MEKAR MULIA CIKARANG"
JAWA BARAT,"Klinik Pratama","KLINIK MARSYA MEDIKA","KP. BOJONG KONENG"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA UMI RAHMA","JL. MAKMUR RAYA RT 002/ RW 010, KP. RAWA SAPI, KEL. JATIMULYA KEC. TAMBUN SELATAN"
JAWA BARAT,"Klinik Pratama","KLINIK CITRA ARDHITA MEDIFARMA","CAPITOL BUSINESS PARK BLOK B2 JL. NIAGA RAYA JABABEKA II "
JAWA BARAT,"Klinik Pratama","KLINIK VIVA MEDIKA CIKARANG","RUKO CIKARANG CENTRAL CITY BLOK A28 JL. RAYA CIKARANG CIBARUSAH, CIKARANG SELATAN"
JAWA BARAT,"Klinik Pratama","SILOAM CLINIC MEIKARTA","DISTRICT 1 MEIKARTA NO 005A
JALAN MH THAMRIN, LIPPO CIKARANG"
JAWA BARAT,"Klinik Pratama","Klinik CIKARANG MEDIKA JAYA","YOS SUDARSO KM 27"
JAWA BARAT,"Klinik Pratama","Klinik SUMBER WARAS","RAYA CIBARUSAH KP CIJAMBE SUKA"
JAWA BARAT,"Klinik Pratama","Klinik PROMEDIKA","DELTA MAS cikarang pusat"
JAWA BARAT,"Klinik Pratama","Klinik HARAPAN SEHAT","Jl. Teuku Umar No.33 Cibitung"
JAWA BARAT,"Klinik Pratama","Klinik SURYA MEDIKA","JL. RAYA SERANG CIBARUSAH KOTA"
JAWA BARAT,"Klinik Pratama","Klinik HADI MEDIKA CENTER","JL. KH. JUNAIDI NO. 6"
JAWA BARAT,"Klinik Pratama","Klinik CENTRAL MEDIKA","JL. PILAR SUKATANI NO 84"
JAWA BARAT,"Klinik Pratama","Klinik MUTIARA 1","PERUM METLAND JL.KALIMAYA VI B"
JAWA BARAT,"Klinik Pratama","Klinik SAPTA MITRA CIKARANG","RUKO CIKARANG CENTRAL CITY H29"
JAWA BARAT,"Klinik Pratama","Klinik BUDILUHUR","JL.RAYA IMAM BONJOL "
JAWA BARAT,"Klinik Pratama","Klinik AMIRA (JST)","JL.RAYA BY PASS LEMAH ABANG NO"
JAWA BARAT,"Klinik Pratama","Klinik ANNISA IV (JST)","JL.RAYA SERANG-CIBARUSAH NO.63"
JAWA BARAT,"Klinik Pratama","Klinik AS-SHOFWAN (JST)","JL. KEDUNGWARINGIN NO.27"
JAWA BARAT,"Klinik Pratama","Klinik GRAHA BINA HUSADA (JST)","JL.INDUSTRI SLTN 1A BLK.NN 3A "
JAWA BARAT,"Klinik Pratama","Klinik KENANGA (JST)","JL.KALIMALANG NO.77 TEGALGEDE"
JAWA BARAT,"Klinik Pratama","Klinik PARAMITRA MEDIKA 1(JST)","JL.HEBRAS II NO.113 JATIMULYA,"
JAWA BARAT,"Klinik Pratama","Klinik SRITINA (JST)","JL. IMAM BONJOL NO.8"
JAWA BARAT,"Klinik Pratama","Klinik Annisa II (JST)","JL.RAYA CIBARUSAH KOMPLEK RUKO"
JAWA BARAT,"Klinik Pratama","Klinik BERKAT MELIMPAH (JST)","KAWASAN INDUSTRI JABABEKA I BL"
JAWA BARAT,"Klinik Pratama","Klinik CEMPAKA II MC (JST)","JL.SETIA MEKAR NO.3, KP BULU"
JAWA BARAT,"Klinik Pratama","Klinik CLEO MEDIKA (JST)","JALAN PASIR GOMBONG NO 19 A"
JAWA BARAT,"Klinik Pratama","Klinik DIPONEGORO (JST)","JL. DIPONEGORO NO.26"
JAWA BARAT,"Klinik Pratama","Klinik HANDAYANI (JST)","JL.RAYA KALIMALANG NO. 164"
JAWA BARAT,"Klinik Pratama","Klinik JB MEDICAL CENTER (JST)","SHOPHOUSE PERMATA JUNCTION A15"
JAWA BARAT,"Klinik Pratama","Klinik KASIH ANUGERAH (JST)","JL. RAYA SERANG-CIBARUSAH"
JAWA BARAT,"Klinik Pratama","Klinik MAHADINA MEDIKA (JST)","JL. RAYA SELANG CAU"
JAWA BARAT,"Klinik Pratama","Klinik MEDIKA HARMONY (JST)","JL. FATAHILLLAH NO.3"
JAWA BARAT,"Klinik Pratama","Klinik MUTIARA SEHAT (JST)","VMG 2 RUKO GADING TERRACE R 7 "
JAWA BARAT,"Klinik Pratama","Klinik NESKA (JST)","JL.RY LEMAH ABANG NO.199"
JAWA BARAT,"Klinik Pratama","Klinik SETO HASBADI 6 (JST)","Jl.Imam Bonjol No.19"
JAWA BARAT,"Klinik Pratama","Klinik VILA BEKASI INDAH (JST)","Jl.GunungDieng RY Blok b3/12"
JAWA BARAT,"Klinik Pratama","Klinik WIRATAMA (JST)","KOMP PLAZA METROPOL BLK.A3/21"
JAWA BARAT,"Klinik Pratama","BP CIBARUSAH","JL. RAYA CIBARUSAH"
JAWA BARAT,"Klinik Pratama","KLINIK BUNDA AULIA","JL. H. RATIM NO 143"
JAWA BARAT,"Klinik Pratama","Klinik Bunda Aminah","Perum Libersa Manson No 08"
JAWA BARAT,"Klinik Pratama","Klinik Keysa","RUKO MENTENG BLOK B17"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Kimia Farma","KASUARI RAYA RUKO ROXY BLOK C "
JAWA BARAT,"Klinik Pratama","Klinik dr.Agus H.P","Taman Wanasari Indah M/5 No 1"
JAWA BARAT,"Klinik Pratama","KLINIK ATANG SENDJAJA","KOMP TNI AU BLOK B12 NO1 "
JAWA BARAT,"Klinik Pratama","SIKES SKUADRON UDARA 6","ÿLANUD ATANG SENDJAJA BOGOR"
JAWA BARAT,"Klinik Pratama","SIKES SKUADRON UDARA 8","ÿLANUD ATANG SENDJAJA BOGOR"
JAWA BARAT,"Klinik Pratama","KLINIK RESIMEN II PASPELOPOR","JL. RAYA K.S TUBUN KM. 52"
JAWA BARAT,"Klinik Pratama","RSBHY. BOGOR","JL.  KAPTEN MUSLIHAT NO. 18"
JAWA BARAT,"Klinik Pratama","KLINIK DR WA ODE","JL RAYA WANGUN NO 280A CIAWI"
JAWA BARAT,"Klinik Pratama","BP KLINIK NADYA MH THAMRIN","JL KH ABDULLAH BIN NUH"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA ANGGRAINI","Villa Bogor Indah Blok A1/7"
JAWA BARAT,"Klinik Pratama","KLINIK GOODYEAR INDONESIA","Jl. Pemuda No. 27 Bogor"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA BOGOR PT KAI","JL NYI RAJA PERMAS NO 1"
JAWA BARAT,"Klinik Pratama","HARAPAN IBU (TIDAK AKTIF)","TMN CIMANGGU TGH BLOK X 3 NO.9"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA JUANDA","JL. IR H. JUANDA NO. 30"
JAWA BARAT,"Klinik Pratama","KLINIK BOGOR PT KERETA API IND","NYI RAJA PERMAS NO. 1"
JAWA BARAT,"Klinik Pratama","TELKOMEDIKA HEALTH CENTER 19","JALAN PENGADILAN NO. 14"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Pakuan","ANGGREK I NO. 24"
JAWA BARAT,"Klinik Pratama","KLINIK PERTAMEDIKA BOGOR","JL. ACHMAD ADNAWIJAYA NO. 14"
JAWA BARAT,"Klinik Pratama","KLINIK SALSABILLA TANAH BARU","PANGERAN SOGIRI NO. 71"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA KEBON PEDES","JL. KEBON PEDES NO. 45"
JAWA BARAT,"Klinik Pratama","KLINIK MUHAMMADIYAH KOTA BOGOR","JALAN RAYA BUBULAK"
JAWA BARAT,"Klinik Pratama","KLINIK AFIAH","Jl. Ciwaringin No. 37"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA CILENDEK","JL BRIGJENT SAPTADJI HADIPRAWI"
JAWA BARAT,"Klinik Pratama","KLINIK NADYA MH THAMRIN BOGOR","JL. KH. ABDULAH BIN NUH NO.A09"
JAWA BARAT,"Klinik Pratama","KLINIK MEDISKA BOGOR","JL.NYI RAJA PERMAS I"
JAWA BARAT,"Klinik Pratama","KLINIK MUTIARA MEDIKA","Perum MBR, Ruko Plazzo Blk.R2 "
JAWA BARAT,"Klinik Pratama","KLINIK PASIR KUDA","JL. ARIASURIALAGA NO.9A"
JAWA BARAT,"Klinik Pratama","KLINIK UNITEX","Jl. Raya Tajur, No. 1 "
JAWA BARAT,"Klinik Pratama","KLINIK MINARTI","JL. PELITA JAYA III NO.21 "
JAWA BARAT,"Klinik Pratama","KLINIK NALA","JL. MEDIKA 1 NO.2 MENTENG ASRI"
JAWA BARAT,"Klinik Pratama","SILOAM CLINIC BOGOR SELATAN","JALAN PAHLAWAN NO. 77A"
JAWA BARAT,"Klinik Pratama","SILOAM CLINIC BOGOR BARAT","JL. KH. ABDULLAH BIN NUH NO. 46A"
JAWA BARAT,"Klinik Pratama","KLINIK HARAPAN IBU","JL. JOHAR RAYA NO 24, JOHAR PARK, TAMAN CIMANGGU"
JAWA BARAT,"Klinik Pratama","KLINIK POLRESTA BOGOR KOTA","JL KS TUBUN NO 21 KELURAHAN KD"
JAWA BARAT,"Klinik Pratama","KLINIK KORPRI","JL. PAJAJARAN NO 12 A"
JAWA BARAT,"Klinik Pratama","KLINIK TERA MEDIKA","JALAN PERINTIS KEMERDEKAAN NO."
JAWA BARAT,"Klinik Pratama","KLINIK DYANZA","JL. MAYJEN ISHAK DJUARSA NO. 1"
JAWA BARAT,"Klinik Pratama","KLINIK QITA","JALAN CIMANGGU BHARATA PURA NO"
JAWA BARAT,"Klinik Pratama","BOGOR ROYAL MEDICAL CENTER","JL. RAYA PEMDA NO. 6"
JAWA BARAT,"Klinik Pratama","DUTA MEDIKA PRATAMA","JL. MASJID II NO.10, RT.004/RW"
JAWA BARAT,"Klinik Pratama","KLINIK DR TRESNAWULAN","JL. RAYA SUKABUMI NO. 26"
JAWA BARAT,"Klinik Pratama","KLINIK DR TRESNAWULAN","Raya Sukabumi No. 4"
JAWA BARAT,"Klinik Pratama","KLINIK GRUP C PASPAMPRES","JL. SEKIP"
JAWA BARAT,"Klinik Pratama","KLINIK MEKARWANGI MEDIKA","JL. PABUARAN NO. 19 RT 02/ RW"
JAWA BARAT,"Klinik Pratama","KLINIK CIBULUH","JL. KEDUNG HALANG NO.148"
JAWA BARAT,"Klinik Pratama","KLINIK PELITA SEHAT BANGBARUNG","JL. H. ACHMAD SOBANA NO. 77E R"
JAWA BARAT,"Klinik Pratama","KLINIK PELITA SEHAT POMAD","JL. RAYA CIBULUH RUKO NO. 9 SI"
JAWA BARAT,"Klinik Pratama","Klinik Medika Sari","JL. LAYUNG SARI III NO. 21"
JAWA BARAT,"Klinik Pratama","KLINIK ZAM ZAM","JL. MAYJEN ISHAK DJUARSA NO379"
JAWA BARAT,"Klinik Pratama","KLINIK PELITA SEHAT KENARI","PERUM TAMAN KENARI E3 NO 4"
JAWA BARAT,"Klinik Pratama","KLINIK DENKESYAH 03.04.01","JL.R.E MARTADINATA NO.55 BOGOR"
JAWA BARAT,"Klinik Pratama","KLINIK PASPAMPRES GRUP - C","KOMPLEK PASPAMPRES, JL. SKIP"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA OLYMPIC","JL. KAUM SARI"
JAWA BARAT,"Klinik Pratama","Praktek Bersama Ira Djuwita","Jl. KH Soleh Iskandar"
JAWA BARAT,"Klinik Pratama","SIKES SATRAD 216 CIBALIMBING","KOMPLEK SATRAD 216 CIBALIMBING"
JAWA BARAT,"Klinik Pratama","SATKES SETUKPA","JL. AMINTA'AZMALI TRIP NO. 59 "
JAWA BARAT,"Klinik Pratama","Rumkitban 03.08.01","JL. PGRI NO. 8"
JAWA BARAT,"Klinik Pratama","Polres Sukabumi Kota","JL. KH. A. SANUSI ASRAMA POLISI"
JAWA BARAT,"Klinik Pratama","KLINIK YURISTA BERKAH ABADI","Jl. NYOMPLONG NO.54"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA 3 R","JL. RAYA R.A KOSASIH NO. 376/0"
JAWA BARAT,"Klinik Pratama","UPT RSUD AL-MULK","JL. PELABUHAN II KM. 06 "
JAWA BARAT,"Klinik Pratama","KLINIK JALUR FARMA","JL. PELABUHAN II NO. 463"
JAWA BARAT,"Klinik Pratama","KLINIK BAHAGIA","JL. PASUNDAN NO. 93"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA 8","JL. VETERAN II NO. 2"
JAWA BARAT,"Klinik Pratama","KLINIK MARDI WALUYA","JL.VETERAN II NO. 10 SUKABUMI"
JAWA BARAT,"Klinik Pratama","Balai Pengobatan KLINIK BSMI","JL. PALABUHAN II KM.5,5 NO.19"
JAWA BARAT,"Klinik Pratama","KLINIK GMC KOTA","JL.BHAYANGKARA NO.130 RUKO NO."
JAWA BARAT,"Klinik Pratama","Klinik Pratama Terpadu Husein","ABD. SALEH NO.1/ LMU. NURTANIO"
JAWA BARAT,"Klinik Pratama","Klinik TNI AU dr. M. Salamun  ","JL CIUMBULEUIT NO.203 BANDUNG"
JAWA BARAT,"Klinik Pratama","Satkes Gartap II/Bandung","Jl Nias No 3"
JAWA BARAT,"Klinik Pratama","Klinik Ambalat Sesko TNI","JL MARTANEGARA 11"
JAWA BARAT,"Klinik Pratama","PUSDIK MIN","JL. GEDE BAGE SELATAN NO. 157"
JAWA BARAT,"Klinik Pratama","POLRESTABES BANDUNG","JL. JAWA NO. 1"
JAWA BARAT,"Klinik Pratama","KLINIK WIRASAKTI KESDAM III","JALAN AMBON NO 7"
JAWA BARAT,"Klinik Pratama","Klinik Sesko AD","JALAN GATOT SUBROTO NO 96"
JAWA BARAT,"Klinik Pratama","Klinik Kodiklat TNI AD","JALAN BELITUNG NO 3"
JAWA BARAT,"Klinik Pratama","Klinik Pussenif","JALAN WR SUPRATMAN NO 60"
JAWA BARAT,"Klinik Pratama","Klinik Secapa","JALAN HEGARMANAH NO. 152"
JAWA BARAT,"Klinik Pratama","Lanal Bandung","JL. ARIA JIPANG NO. 8"
JAWA BARAT,"Klinik Pratama","BP YUSUF I (B)","LEUWIPANJANG NO 14"
JAWA BARAT,"Klinik Pratama","BP YUSUF II (B)","AHMAD YANI NO 66-68"
JAWA BARAT,"Klinik Pratama","KLINIK KIARA CONDONG MEDIKA (B","KIARACONDONG NO 69"
JAWA BARAT,"Klinik Pratama","KLINIK BMS UJUNGBERUNG (B)","A.H. NASUTION NO 96A"
JAWA BARAT,"Klinik Pratama","KLINIK KIARA HUSADA (B)","JEND. IBRAHIM ADJIE NO 25"
JAWA BARAT,"Klinik Pratama","KLINIK ASRI HUSADA II (B)","TITIRAN NO 16"
JAWA BARAT,"Klinik Pratama","BP KF 51 (B)","IR JUANDA NO 69"
JAWA BARAT,"Klinik Pratama","KLINIK MITRA MULYA (B)","A. H. NASUTION NO 20"
JAWA BARAT,"Klinik Pratama","BP BAKTI SETIA (B)","BABAKAN SARI NO 48"
JAWA BARAT,"Klinik Pratama","KLINIK AVIATI (B)","BKR NO 102"
JAWA BARAT,"Klinik Pratama","KLINIK ASRI HUSADA III (B)","JEND GATOT SUBROO NO. 267D"
JAWA BARAT,"Klinik Pratama","KLINIK MEDIKA ANTAPANI (B)","PURWAKARTA NO. 3"
JAWA BARAT,"Klinik Pratama","KLINIK ASRI HUSADA I","JL BEKAMIN NO 18"
JAWA BARAT,"Klinik Pratama","Klinik Amalia","JALAN GEDEBAGE SELATAN NO 8"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Seno Medika","JL JEND A. YANI NO 675-677"
JAWA BARAT,"Klinik Pratama","Klinik Healthy Life","JALAN CARINGIN NO 122 B"
JAWA BARAT,"Klinik Pratama","Klinik YABES","JALAN DR. DJUNJUNAN NO. 119 BA"
JAWA BARAT,"Klinik Pratama","UPT Kesehatan UNISBA","JALAN TAMANSARI NO 1 BANDUNG"
JAWA BARAT,"Klinik Pratama","Klinik Widya Bhakti Inti","JALAN MOCH. TOHA NO 77 BANDUNG"
JAWA BARAT,"Klinik Pratama","KLINIK BIOFARMA","JALAN PASTEUR NO. 28"
JAWA BARAT,"Klinik Pratama","YAKES TELKOM SENTOT","JALAN SENTOT ALIBASYAH NO.4"
JAWA BARAT,"Klinik Pratama","YAKES TELKOM BUBAT","JALAN BUAH BATU NO. 33 BANDUNG"
JAWA BARAT,"Klinik Pratama","YAKES TELKOM GERLONG","JALAN GEGERKALONG HILIR NO. 47"
JAWA BARAT,"Klinik Pratama","Klinik PT Dirgantara Indonesia","JALAN PAJAJARAN NO 154"
JAWA BARAT,"Klinik Pratama","Klinik Casa Medika","JL. P.H.H  MUSTOFA ,KOMP SURAPATI CORE BLOK M N0.27"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Edelweiss","JL TURANGGA NO 63 BANDUNG"
JAWA BARAT,"Klinik Pratama","Klinik ITENAS","JALAN PHH MUSTOFA NO 23"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Insan Medika","JL. SATURNUS SELATAN IV NO. 11A"
JAWA BARAT,"Klinik Pratama","Klinik Sari Asih","JL. SEKELOA NO 29 GG.LOA II"
JAWA BARAT,"Klinik Pratama","Klinik Biofit Health Center","JL. WR SUPRATMAN NO 69"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Green Care","JL. CIPAMOKOLAN NO. 147"
JAWA BARAT,"Klinik Pratama","KLINIK PERTAMINA BANDUNG ","JL WIRAYUDA NO.1 BANDUNG"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Surya Sumirat","JL SURYA KENCANA NO. 2"
JAWA BARAT,"Klinik Pratama","Klinik Pratama BRIMEDIKA","JL. GATOT SUBROTO NO 117"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Pangestu 2","JL RANCASAWO NO 130"
JAWA BARAT,"Klinik Pratama","Klinik YRAP Melong Asih","JALAN MELONG ASIH NO 02"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Sehat Mandiri","JL. ABDURACHMAN SALEH NO. 23"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Sahabat Medika","JALAN TAMANSARI NO 31"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA PLANT","JL. PAJAJARAN NO. 29-31"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA SUPRATMAN","JL. SUPRATMAN NO. 72"
JAWA BARAT,"Klinik Pratama","Klinik YRAP Tubagus Ismail","JALAN TUBAGUS ISMAIL NO. 51A"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Kimia Farma BKR","JL. BKR NO. 87"
JAWA BARAT,"Klinik Pratama","Klinik Unpad - Kimia Farma","JL. IR H. DJUANDA NO. 248"
JAWA BARAT,"Klinik Pratama","Klinik Komunitas Sehat ","JL.DESA CIPADUNG NO.1 CIPADUNG"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Sukasari","JL.GEGERKALONG HILIR NO 165 "
JAWA BARAT,"Klinik Pratama","Klinik Pratama Diamond Medika","JL. BATUNUNGGAL INDAH II NO 53"
JAWA BARAT,"Klinik Pratama","Klinik Pratama YRAP Gerlong","JALAN GEGERKALONG HILIR NO. 70"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Caringin","JL. BABAKAN CIPARAY NO. 249"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA ADIVA","JL. PAGARSIH NO. 294"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA RIUNG BANDUNG","JL. RIUNG HEGAR RAYA NO 8"
JAWA BARAT,"Klinik Pratama","Klinik Pratama UNPAR","JL. MENJANGAN NO. 14"
JAWA BARAT,"Klinik Pratama","Klinik Medika Parakansaat","PARAKANSAAT PARADISE RGNCY R-3"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Pradana","JL. ADITYA NO 6 TAMAN CIPADUNG"
JAWA BARAT,"Klinik Pratama","NUHATO ANTAPANI","JL. CIBODAS RAYA NO. 42 "
JAWA BARAT,"Klinik Pratama","KLINIK MEDINA 2","JL. ANTAKUMALA BLOK E NO.4 "
JAWA BARAT,"Klinik Pratama","Klinik Mitramedik Arcamanik","JL. GOLF BARAT RAYA NO. 12 "
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA CENTRAL MEDIKA","JL. CIWASTRA NO 86 RUKO HARMON"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA YASKA MEDIKA","SUKAPURA N0 22"
JAWA BARAT,"Klinik Pratama","KLINIK CIBOLERANG SEHAT","JL. CIBOLERANG NO.90"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA BHAKTI KENCANA","JL. AH. NASUTION NO. 230 "
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA MEDKLINIK","PARAHYANGAN OFFICE PARK UNIT A8-A9
KAWASAN THE SUITES@METRO APARTEMENT JL.SOEKARNO HATTA NO.693"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA RANCABOLANG","RANCABOLANG NO 60"
JAWA BARAT,"Klinik Pratama","KLINIK MITRA KELUARGA SEHAT","KP.CIGAGAK RT 02 RW 15 NO 15"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA MUTIARA","PUNGKUR 62"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA KIMIA FARMA 43","JL BUAH BATU NO. 259"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA 319 METRO","JL VENUS RAYA NO. 27"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA ADVENT ","JL. TAMANSARI NO 40"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA FAMILI SEHAT","JALAN BABAKAN SARI 1 NOMOR 34"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA ATLAS MEDIKA","JALAN BUDI NO 33"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA AMERTTA MEDIKA","JALAN CIJAWURA GIRANG RAYA NO 16"
JAWA BARAT,"Klinik Pratama","KLINIK GERAI SEHAT BANDUNG-1","JL. AH NASUTION NO.103 KAV 7 ("
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA PINDAD","JL. KAWALUYAAN RUKO I NO. 46"
JAWA BARAT,"Klinik Pratama","KLINIK MUHAMMADIYAH SUKAJADI","JALAN SARIMANAH II NO.81"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA GEDEBAGE","JL GEDEBAGE SELATAN NO 159 RT "
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA UPT. KES ITB","JL. GANESA NO. 15A"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA SEHAT WARAGA","JL.CIGONDEWAH KALER NO.14"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA BRIMEDIKA","JALAN GATOT SUBROTO NO.117"
JAWA BARAT,"Klinik Pratama","KLINIK UPT. KESEHATAN UNISBA","JALAN TAMANSARI NO. 1"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA UNPAR","JL. MENJANGAN NO.14 BANDUNG "
JAWA BARAT,"Klinik Pratama","KLINIK KF ABDURRAHMAN SALEH","JL ABDURACHMAN SALEH NO 39 "
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA SUKASARI","JL.GEGERKALONG HILIR NO.165"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA ARS MEDIKA","JALAN KUNINGAN RAYA NO. 76B"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA IBNU SINA","JL. CIPAMOKOLAN-KEBON JERUK II NO. 9"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA MUGHNI SALIM","JL. MELONG ASIH BLOK 20 KAV.123"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA UNLA","JL KARAPITAN NO 116 "
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA KAMUNING","KAMUNING NO. 25"
JAWA BARAT,"Klinik Pratama","KLINIK KOMUNITAS SEHAT","JLN. CIGAGAK IV NO.1"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA KF GEGERKALONG","JL. GEGERKALONG HILIR NO.33, G"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA JUWITA NINDA","JL SARIMEKAR 11 BLOK 4"
JAWA BARAT,"Klinik Pratama","KLINIK YANKESPEG PEMPROV JABAR","JL. DIPONEGORO NO.22"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA CARINGIN","JL. BABAKAN CIPARAY NO 249"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA MANDIRI MEDIKA","JL. BOROBUDUR NO.1 KOMP. CIBADUYUT PERMAI "
JAWA BARAT,"Klinik Pratama","KLINIK FADILLAH BHAKTI KENCANA","CILENGKRANG II NO 56"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA KF MARGACINTA","JL. MARGACINTA NO.58A, CIJAURA, KEC. BUAHBATU, KOTA BANDUNG, JAWA BARAT 40287"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA YONZIPUR 9/LLB","JLN AH NASUTION KM 10 RW 02  KEL PAKEMITAN KEC CINAMBO ASRAMA YONZIPUR 9/LLB"
JAWA BARAT,"Klinik Pratama","KLINIK PRATAMA DERWATI","JALAN RUKO DERWATI MAS ESTATE BLOK A NO. 17"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Asryfa Dua","JL. RAYA CIMINDI NO. 242"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Yusuf I","JL. LEUWIPANJANG , RUKO MUARA REGENCY 14B"
JAWA BARAT,"Klinik Pratama","KLINIK ASRI HUSADA II","JL. TITIRAN NO. 16 BANDUNG"
JAWA BARAT,"Klinik Pratama","KLINIK ASRI HUSADA III","JL. CISARANTEN KULON NO.127"
JAWA BARAT,"Klinik Pratama","KLINIK KIARA HUSADA","JL. TERS.IBRAHIM ADJIE NO.25"
JAWA BARAT,"Klinik Pratama","KLINIK MEDIKA ANTAPANI","JL. TERUSAN JAKARTA NO 50"
